Date,Open,High,Low,Close,Adj Close,Volume
2002-12-09,860.000000,870.000000,850.000000,854.400024,779.159180,1458
2002-12-10,844.000000,864.299988,835.000000,863.099976,787.092896,758
2002-12-11,875.000000,875.000000,855.000000,856.599976,781.165527,188
2002-12-12,857.000000,867.000000,850.000000,864.299988,788.187073,123
2002-12-13,846.000000,865.000000,843.549988,862.700012,786.728088,399
2002-12-16,865.000000,870.000000,862.000000,865.000000,788.825745,575
2002-12-17,872.000000,874.000000,865.000000,871.000000,794.297241,425
2002-12-18,875.000000,887.450012,875.000000,881.799988,804.145874,685
2002-12-19,881.500000,914.000000,881.500000,904.250000,824.619080,1675
2002-12-20,911.000000,941.000000,910.000000,924.900024,843.450623,2299
2002-12-23,940.000000,949.000000,925.150024,934.549988,852.251099,1842
2002-12-24,948.950012,948.950012,910.000000,922.200012,840.988586,730
2002-12-25,922.200012,922.200012,922.200012,922.200012,840.988586,0
2002-12-26,931.950012,931.950012,911.000000,913.950012,833.465210,384
2002-12-27,912.000000,920.000000,880.000000,895.000000,816.183838,906
2002-12-30,900.000000,911.299988,893.049988,895.200012,816.366028,754
2002-12-31,891.000000,910.000000,891.000000,909.099976,829.042236,360
2003-01-01,914.799988,914.849976,900.250000,908.150024,828.175842,120
2003-01-02,914.849976,914.849976,895.000000,899.950012,820.697754,343
2003-01-03,897.099976,904.900024,894.000000,895.849976,816.958679,126
2003-01-06,909.750000,909.799988,880.150024,890.549988,812.125427,135
2003-01-07,900.000000,900.000000,890.000000,892.250000,813.675659,108
2003-01-08,890.000000,901.000000,875.000000,880.299988,802.778320,371
2003-01-09,897.849976,897.849976,878.150024,884.450012,806.562683,147
2003-01-10,881.000000,890.000000,878.250000,881.599976,803.963867,188
2003-01-13,880.200012,880.200012,878.250000,879.150024,801.729675,32
2003-01-14,881.000000,881.000000,880.000000,880.549988,803.006165,131
2003-01-15,880.000000,888.700012,875.000000,886.799988,808.705566,285
2003-01-16,875.000000,888.650024,875.000000,886.299988,808.249939,215
2003-01-17,884.900024,885.000000,875.000000,875.000000,797.944946,66
2003-01-20,877.000000,880.000000,865.000000,869.700012,793.111816,2148
2003-01-21,880.000000,880.000000,860.000000,872.900024,796.030273,743
2003-01-22,886.900024,889.000000,860.000000,866.700012,790.375732,720
2003-01-23,882.900024,905.000000,864.000000,889.599976,811.259460,703
2003-01-24,865.000000,909.000000,865.000000,888.599976,810.347534,1002
2003-01-27,888.000000,888.000000,850.000000,857.500000,781.986145,330
2003-01-28,856.000000,860.000000,856.000000,860.000000,784.265808,191
2003-01-29,861.200012,894.950012,861.200012,881.750000,804.100647,522
2003-01-30,899.000000,904.000000,876.150024,888.650024,810.392761,833
2003-01-31,888.450012,896.000000,876.000000,890.700012,812.262207,430
2003-02-03,889.000000,904.000000,886.000000,900.299988,821.016968,477
2003-02-04,900.000000,904.000000,900.000000,900.450012,821.153809,432
2003-02-05,900.000000,902.000000,896.000000,901.000000,821.655334,420
2003-02-06,909.500000,910.000000,895.000000,900.000000,820.743469,329
2003-02-07,905.000000,910.000000,883.049988,886.000000,807.976318,490
2003-02-10,870.299988,894.650024,870.099976,879.450012,802.003174,155
2003-02-11,880.000000,884.000000,865.000000,871.799988,795.026733,262
2003-02-12,884.000000,887.099976,870.099976,874.799988,797.762573,176
2003-02-13,874.799988,874.799988,874.799988,874.799988,797.762573,0
2003-02-14,883.000000,888.450012,871.000000,884.400024,806.517212,157
2003-02-17,880.000000,885.000000,872.500000,875.349976,798.264282,352
2003-02-18,885.000000,888.000000,862.000000,871.799988,795.026733,494
2003-02-19,879.900024,890.000000,869.099976,869.599976,793.020447,390
2003-02-20,884.900024,889.000000,867.500000,874.900024,797.853943,425
2003-02-21,883.000000,883.000000,871.000000,873.299988,796.394592,181
2003-02-24,882.000000,900.000000,880.000000,880.549988,803.006165,347
2003-02-25,893.950012,893.950012,876.000000,890.400024,811.988831,1063
2003-02-26,875.000000,883.000000,875.000000,880.450012,802.915039,549
2003-02-27,875.200012,883.700012,873.099976,875.450012,798.355164,337
2003-02-28,890.000000,900.000000,863.000000,892.500000,813.903992,1125
2003-03-03,898.799988,914.000000,886.000000,911.599976,831.321655,2043
2003-03-04,905.000000,909.000000,896.000000,899.750000,833.313171,749
2003-03-05,888.000000,904.500000,888.000000,900.099976,833.637390,195
2003-03-06,900.000000,922.799988,900.000000,918.650024,850.817383,1513
2003-03-07,910.000000,920.000000,910.000000,911.599976,844.287964,968
2003-03-10,919.000000,938.599976,910.000000,910.000000,842.806213,1255
2003-03-11,900.000000,910.000000,881.000000,888.849976,823.217896,890
2003-03-12,890.049988,904.000000,880.000000,880.500000,815.484619,169
2003-03-13,875.000000,882.000000,870.000000,870.049988,805.806091,158
2003-03-14,870.049988,870.049988,870.049988,870.049988,805.806091,0
2003-03-17,863.000000,895.000000,863.000000,893.000000,827.061646,275
2003-03-18,893.000000,893.000000,893.000000,893.000000,827.061646,0
2003-03-19,875.549988,888.000000,875.549988,877.000000,812.243042,98
2003-03-20,854.549988,890.000000,854.549988,890.000000,824.283142,124
2003-03-21,890.049988,907.000000,890.049988,902.299988,835.674683,277
2003-03-24,905.000000,905.000000,900.000000,902.299988,835.674683,195
2003-03-25,890.000000,900.000000,890.000000,894.450012,828.404602,79
2003-03-26,915.000000,920.000000,880.000000,885.849976,820.439453,802
2003-03-27,900.000000,900.000000,863.000000,866.849976,802.842346,500
2003-03-28,896.000000,896.950012,865.000000,872.299988,807.890259,668
2003-03-31,860.000000,872.000000,856.099976,856.750000,793.488281,272
2003-04-01,856.549988,882.000000,856.549988,873.700012,809.186462,325
2003-04-02,875.099976,885.849976,871.750000,872.750000,808.306763,67
2003-04-03,880.000000,880.000000,872.049988,879.950012,814.975159,437
2003-04-04,880.000000,900.000000,875.000000,890.099976,824.375916,677
2003-04-07,898.000000,898.000000,885.000000,891.049988,825.255554,175
2003-04-08,905.000000,905.000000,894.099976,895.000000,828.913879,125
2003-04-09,893.000000,900.000000,890.099976,891.000000,825.209167,477
2003-04-10,899.950012,903.900024,880.000000,896.200012,830.025146,1286
2003-04-11,882.000000,915.000000,881.049988,902.150024,835.536011,893
2003-04-14,null,null,null,null,null,null
2003-04-15,908.900024,969.000000,892.000000,961.000000,890.040588,2536
2003-04-16,935.000000,1057.099976,935.000000,1057.099976,979.044373,4558
2003-04-17,1085.000000,1089.949951,997.000000,1005.849976,931.578796,4659
2003-04-18,1005.849976,1005.849976,1005.849976,1005.849976,931.578796,0
2003-04-21,1005.000000,1015.000000,929.049988,951.400024,881.149231,1656
2003-04-22,964.000000,978.799988,951.500000,955.799988,885.224243,1420
2003-04-23,955.049988,964.000000,940.000000,943.849976,874.156555,918
2003-04-24,950.000000,961.000000,942.049988,957.549988,886.845459,492
2003-04-25,937.000000,1053.349976,937.000000,1010.000000,935.422241,5426
2003-04-28,1000.000000,1020.000000,997.200012,1000.500000,926.623657,972
2003-04-29,995.000000,1001.950012,979.099976,985.450012,912.685181,539
2003-04-30,990.000000,1039.900024,990.000000,1014.549988,939.636353,1044
2003-05-01,1014.549988,1014.549988,1014.549988,1014.549988,939.636353,0
2003-05-02,1016.000000,1116.000000,1005.000000,1106.750000,1025.028198,5464
2003-05-05,1020.000000,1150.000000,1020.000000,1112.849976,1030.677979,4127
2003-05-06,1060.099976,1105.000000,1060.099976,1083.650024,1003.633972,1264
2003-05-07,1140.000000,1140.000000,1041.000000,1053.099976,975.339966,1261
2003-05-08,1088.000000,1088.000000,1039.000000,1048.000000,970.616516,530
2003-05-09,1047.000000,1152.800049,1046.000000,1120.650024,1037.901855,2799
2003-05-12,1110.000000,1180.000000,1110.000000,1163.500000,1077.588013,2713
2003-05-13,1180.000000,1200.000000,1164.000000,1172.250000,1085.692505,1977
2003-05-14,1180.000000,1240.000000,1150.000000,1198.199951,1109.726074,2645
2003-05-15,1195.000000,1215.000000,1175.000000,1188.699951,1100.927246,1282
2003-05-16,1204.000000,1204.000000,1180.000000,1190.599976,1102.687134,695
2003-05-19,1197.000000,1200.000000,1190.000000,1198.500000,1110.003906,1220
2003-05-20,1187.000000,1205.000000,1181.000000,1199.699951,1111.114746,2124
2003-05-21,1200.000000,1225.000000,1191.000000,1206.750000,1117.644409,2104
2003-05-22,1183.050049,1220.000000,1180.000000,1191.800049,1103.798096,3793
2003-05-23,1200.000000,1275.000000,1196.000000,1263.550049,1170.250610,3915
2003-05-26,1250.000000,1348.000000,1250.000000,1300.800049,1204.750122,5601
2003-05-27,1338.000000,1338.000000,1280.000000,1285.449951,1190.533325,1886
2003-05-28,1304.000000,1304.000000,1242.000000,1281.050049,1186.458130,3575
2003-05-29,1281.000000,1301.000000,1262.000000,1293.199951,1197.711304,1972
2003-05-30,1275.000000,1315.000000,1272.199951,1299.500000,1203.545776,985
2003-06-02,1300.000000,1320.000000,1277.000000,1292.500000,1197.062988,3165
2003-06-03,1325.000000,1325.000000,1257.500000,1275.300049,1181.133423,854
2003-06-04,1260.050049,1280.000000,1233.000000,1244.599976,1152.699707,994
2003-06-05,1230.000000,1275.000000,1190.000000,1203.300049,1114.449463,3844
2003-06-06,1160.349976,1205.000000,1150.000000,1169.449951,1083.098633,2236
2003-06-09,1190.000000,1190.000000,1151.000000,1168.000000,1081.756104,1226
2003-06-10,1174.000000,1219.800049,1160.000000,1179.750000,1092.637695,5050
2003-06-11,1185.000000,1208.050049,1176.099976,1177.949951,1090.970581,4227
2003-06-12,1186.050049,1210.000000,1186.050049,1190.500000,1102.594360,1740
2003-06-13,1151.000000,1208.000000,1151.000000,1174.949951,1088.192993,1143
2003-06-16,1160.000000,1190.000000,1154.000000,1157.550049,1072.077515,513
2003-06-17,1168.000000,1200.000000,1166.250000,1199.699951,1111.114746,5152
2003-06-18,1195.000000,1219.000000,1195.000000,1205.099976,1116.116333,3469
2003-06-19,1210.050049,1234.000000,1207.099976,1215.050049,1125.331421,1673
2003-06-20,1220.000000,1220.000000,1175.000000,1195.750000,1107.456543,1880
2003-06-23,1217.949951,1219.900024,1191.000000,1199.750000,1111.161255,1323
2003-06-24,1200.000000,1200.000000,1180.099976,1182.500000,1095.185303,290
2003-06-25,1190.550049,1210.000000,1190.000000,1204.000000,1115.098022,1716
2003-06-26,1210.000000,1319.000000,1203.349976,1247.250000,1155.154053,4862
2003-06-27,1296.849976,1296.849976,1215.000000,1230.300049,1139.455566,3779
2003-06-30,1237.000000,1259.400024,1221.099976,1234.199951,1143.067139,3523
2003-07-01,1247.500000,1268.000000,1240.000000,1255.500000,1162.794922,3139
2003-07-02,1250.000000,1381.050049,1250.000000,1349.349976,1249.714722,9126
2003-07-03,1387.000000,1475.000000,1360.000000,1427.849976,1322.418335,5716
2003-07-04,1425.000000,1449.449951,1389.000000,1404.349976,1300.653442,2113
2003-07-07,1454.000000,1475.000000,1435.000000,1447.900024,1340.987915,4120
2003-07-08,1455.099976,1489.000000,1450.000000,1450.699951,1343.581787,6870
2003-07-09,1455.000000,1464.949951,1400.000000,1415.800049,1311.258179,2363
2003-07-10,1415.000000,1430.000000,1375.000000,1381.199951,1279.214111,1206
2003-07-11,1376.000000,1422.949951,1375.000000,1405.099976,1301.348755,5673
2003-07-14,1419.000000,1430.000000,1400.000000,1407.599976,1303.663940,4364
2003-07-15,1390.000000,1420.000000,1390.000000,1405.400024,1301.626221,826
2003-07-16,1449.000000,1459.000000,1405.000000,1447.699951,1340.803223,2291
2003-07-17,1436.000000,1450.000000,1396.300049,1417.949951,1313.249878,4283
2003-07-18,1400.000000,1420.000000,1396.000000,1403.800049,1300.144287,895
2003-07-21,1391.000000,1440.000000,1365.000000,1383.300049,1281.158081,3014
2003-07-22,1400.000000,1414.000000,1377.000000,1401.800049,1298.292114,2089
2003-07-23,1414.000000,1426.000000,1395.000000,1396.550049,1293.430298,1953
2003-07-24,1395.000000,1410.000000,1390.000000,1405.250000,1301.486938,574
2003-07-25,1410.000000,1435.000000,1410.000000,1428.949951,1323.437134,2149
2003-07-28,1449.000000,1510.000000,1421.000000,1497.199951,1386.647949,9331
2003-07-29,1512.000000,1515.000000,1349.000000,1369.800049,1268.655518,10367
2003-07-30,1330.000000,1376.000000,1315.000000,1358.199951,1257.911377,4527
2003-07-31,1351.000000,1367.949951,1322.000000,1334.500000,1235.961060,2327
2003-08-01,1355.000000,1356.000000,1300.000000,1346.550049,1247.121948,3070
2003-08-04,1360.000000,1481.050049,1340.000000,1441.150024,1334.736450,8339
2003-08-05,1480.000000,1530.000000,1430.250000,1441.750000,1335.291992,4944
2003-08-06,1440.000000,1469.000000,1370.000000,1398.050049,1297.519165,1466
2003-08-07,1445.000000,1445.000000,1398.000000,1403.099976,1302.206055,2382
2003-08-08,1440.000000,1500.000000,1440.000000,1455.449951,1350.791260,2279
2003-08-11,1400.000000,1499.000000,1400.000000,1489.800049,1382.671875,6122
2003-08-12,1475.000000,1519.000000,1472.000000,1503.550049,1395.432739,7715
2003-08-13,1580.000000,1580.000000,1460.000000,1528.150024,1418.263306,4476
2003-08-14,1575.000000,1575.000000,1505.000000,1512.300049,1403.553467,2750
2003-08-15,1512.300049,1512.300049,1512.300049,1512.300049,1403.553467,0
2003-08-18,1505.000000,1539.949951,1505.000000,1510.050049,1401.464600,1665
2003-08-19,1510.000000,1517.000000,1475.000000,1495.250000,1387.729126,1842
2003-08-20,1490.000000,1520.000000,1482.050049,1499.400024,1391.581543,687
2003-08-21,1491.000000,1518.949951,1460.000000,1473.550049,1367.590088,2053
2003-08-22,1480.000000,1514.900024,1460.000000,1495.000000,1387.497314,6026
2003-08-25,1500.000000,1518.000000,1395.000000,1433.750000,1330.651733,1742
2003-08-26,1450.050049,1500.000000,1450.050049,1481.500000,1374.968140,498
2003-08-27,1520.000000,1520.000000,1351.000000,1418.500000,1316.498169,4990
2003-08-28,1433.000000,1464.500000,1426.000000,1429.599976,1326.800171,1989
2003-08-29,1450.000000,1450.000000,1425.000000,1431.800049,1328.842285,452
2003-09-01,1401.050049,1439.949951,1401.050049,1426.000000,1323.459473,1309
2003-09-02,1410.000000,1474.000000,1401.000000,1433.400024,1330.327026,2395
2003-09-03,1440.000000,1475.000000,1440.000000,1464.199951,1358.912598,2236
2003-09-04,1467.650024,1467.699951,1421.000000,1425.500000,1322.994873,875
2003-09-05,1420.000000,1470.000000,1411.250000,1456.300049,1351.580444,2630
2003-09-08,1500.000000,1599.000000,1498.000000,1588.650024,1474.413330,10688
2003-09-09,1556.000000,1625.000000,1556.000000,1568.099976,1455.340942,4161
2003-09-10,1550.000000,1584.000000,1511.050049,1540.500000,1429.725220,839
2003-09-11,1526.000000,1599.000000,1525.250000,1592.150024,1477.661743,1372
2003-09-12,1550.000000,1597.500000,1550.000000,1550.300049,1438.821045,964
2003-09-15,1526.000000,1534.900024,1485.000000,1499.199951,1391.395874,690
2003-09-16,1490.000000,1522.000000,1490.000000,1516.099976,1407.080078,1305
2003-09-17,1549.849976,1559.000000,1505.000000,1516.349976,1407.312500,1143
2003-09-18,1500.000000,1505.000000,1435.000000,1443.250000,1339.468628,3031
2003-09-19,1432.000000,1465.000000,1422.000000,1427.400024,1324.758179,2013
2003-09-22,1479.849976,1497.000000,1445.000000,1446.800049,1342.763672,906
2003-09-23,1441.000000,1450.000000,1422.000000,1429.400024,1326.614502,362
2003-09-24,1375.000000,1468.000000,1375.000000,1452.849976,1348.378784,1378
2003-09-25,1460.000000,1477.949951,1426.000000,1458.300049,1353.436279,489
2003-09-26,1465.000000,1480.000000,1455.000000,1472.800049,1366.893799,704
2003-09-29,1470.000000,1470.000000,1450.500000,1463.300049,1358.077026,314
2003-09-30,1460.000000,1500.000000,1452.050049,1484.599976,1377.845337,867
2003-10-01,1524.000000,1524.000000,1450.000000,1459.650024,1354.689453,304
2003-10-02,1459.650024,1459.650024,1459.650024,1459.650024,1354.689453,0
2003-10-03,1451.000000,1645.000000,1451.000000,1601.199951,1486.060181,10082
2003-10-06,1617.949951,1794.800049,1617.949951,1732.449951,1607.872803,8714
2003-10-07,1650.000000,1799.000000,1650.000000,1740.550049,1615.390137,1746
2003-10-08,1760.000000,1804.000000,1726.050049,1752.349976,1626.341919,2624
2003-10-09,1825.000000,1825.000000,1749.949951,1751.400024,1625.460083,1852
2003-10-10,1651.150024,1830.000000,1651.150024,1785.800049,1657.386841,1874
2003-10-13,1675.000000,1880.000000,1675.000000,1828.050049,1696.598511,3377
2003-10-14,1776.000000,1900.000000,1740.000000,1753.300049,1627.223633,2146
2003-10-15,1760.000000,1775.000000,1630.000000,1651.400024,1532.650879,3559
2003-10-16,1661.000000,1729.000000,1652.000000,1687.900024,1566.526489,1874
2003-10-17,1688.050049,1790.000000,1672.500000,1695.300049,1573.393921,4350
2003-10-20,1770.000000,1770.000000,1655.050049,1675.849976,1555.342896,1482
2003-10-21,1675.000000,1693.900024,1635.000000,1645.349976,1527.036377,1042
2003-10-22,1642.550049,1680.000000,1587.000000,1602.849976,1487.592041,980
2003-10-23,1600.000000,1600.000000,1561.150024,1570.300049,1457.382935,949
2003-10-24,1590.000000,1630.000000,1542.000000,1623.849976,1507.082153,868
2003-10-27,1650.000000,1650.000000,1585.000000,1592.650024,1478.125366,1391
2003-10-28,1563.550049,1600.000000,1563.550049,1574.400024,1461.187866,544
2003-10-29,1588.849976,1617.500000,1561.000000,1591.949951,1477.475830,1116
2003-10-30,1625.000000,1650.000000,1591.000000,1596.599976,1481.791138,1088
2003-10-31,1647.000000,1710.000000,1617.000000,1700.550049,1578.266968,2198
2003-11-03,1710.000000,1798.949951,1699.949951,1713.250000,1590.053589,5764
2003-11-04,1748.000000,1760.000000,1670.000000,1681.900024,1560.957886,2028
2003-11-05,1690.000000,1724.949951,1665.099976,1679.949951,1559.148071,2448
2003-11-06,1698.000000,1700.000000,1665.000000,1674.949951,1554.507324,894
2003-11-07,1670.000000,1695.000000,1641.000000,1656.550049,1537.430786,1741
2003-11-10,1700.000000,1770.000000,1700.000000,1754.300049,1628.151978,1992
2003-11-11,1770.000000,1948.949951,1760.000000,1896.699951,1760.311646,9567
2003-11-12,1929.000000,1940.400024,1800.000000,1818.250000,1687.503174,3818
2003-11-13,1810.000000,1844.949951,1740.000000,1756.550049,1630.239990,2826
2003-11-14,1775.000000,1775.000000,1711.050049,1726.900024,1602.721924,2049
2003-11-17,1775.000000,1800.099976,1761.050049,1792.650024,1663.743530,1487
2003-11-18,1790.000000,1850.000000,1780.000000,1816.800049,1686.157227,1788
2003-11-19,1850.000000,1850.000000,1780.000000,1800.800049,1671.307739,1217
2003-11-20,1800.000000,1850.000000,1784.000000,1809.050049,1678.964478,7345
2003-11-21,1837.300049,1837.300049,1701.000000,1794.900024,1665.832886,4202
2003-11-24,1791.000000,1905.000000,1775.000000,1889.250000,1753.397461,3200
2003-11-25,1905.000000,1910.000000,1825.050049,1850.199951,1717.156128,3914
2003-11-26,1850.199951,1850.199951,1850.199951,1850.199951,1717.156128,0
2003-11-27,1935.000000,1940.000000,1852.050049,1863.349976,1729.360352,1328
2003-11-28,1841.000000,1888.000000,1840.000000,1851.449951,1718.315552,981
2003-12-01,1880.000000,1895.000000,1800.000000,1828.849976,1697.340942,2944
2003-12-02,1800.000000,1850.000000,1752.000000,1812.449951,1682.120483,1134
2003-12-03,1845.000000,1845.000000,1782.500000,1789.800049,1661.098999,2563
2003-12-04,1803.000000,1830.000000,1790.000000,1804.250000,1674.509888,1668
2003-12-05,1838.000000,1840.000000,1780.000000,1791.949951,1663.094604,1526
2003-12-08,1751.050049,1860.000000,1751.050049,1835.349976,1703.373535,3015
2003-12-09,1870.000000,1895.000000,1850.000000,1878.900024,1743.792358,2176
2003-12-10,1875.000000,2160.000000,1875.000000,2086.600098,1936.556763,18301
2003-12-11,2120.000000,2237.000000,2010.000000,2104.199951,1952.890625,5300
2003-12-12,2150.000000,2200.000000,2070.000000,2179.850098,2023.102173,6695
2003-12-15,2200.000000,2275.000000,2200.000000,2246.750000,2085.191162,7307
2003-12-16,2262.500000,2480.000000,2175.000000,2415.199951,2241.527100,12472
2003-12-17,2450.000000,2550.000000,2430.000000,2462.050049,2285.008057,9818
2003-12-18,2499.000000,2525.000000,2402.000000,2473.949951,2296.052734,7031
2003-12-19,2489.949951,2515.000000,2281.000000,2313.350098,2147.001953,9995
2003-12-22,2280.000000,2440.000000,2201.000000,2353.649902,2184.403320,10015
2003-12-23,2350.000000,2390.000000,2315.050049,2337.350098,2169.275391,4059
2003-12-24,2345.000000,2345.000000,2255.100098,2269.800049,2106.583740,3501
2003-12-25,2269.800049,2269.800049,2269.800049,2269.800049,2106.583740,0
2003-12-26,2300.000000,2448.000000,2275.000000,2412.850098,2239.346680,5067
2003-12-29,2420.000000,2490.000000,2402.000000,2420.199951,2246.168457,5727
2003-12-30,2438.100098,2478.899902,2316.699951,2349.949951,2180.968750,3941
2003-12-31,2300.000000,2377.000000,2285.050049,2296.600098,2131.456299,3119
2004-01-01,2390.000000,2390.000000,2320.750000,2359.100098,2189.461182,2186
2004-01-02,2370.000000,2434.850098,2363.000000,2410.949951,2237.583740,3799
2004-01-05,2419.000000,2430.000000,2350.000000,2356.850098,2187.373047,1853
2004-01-06,2365.000000,2395.000000,2301.100098,2310.449951,2144.309814,5941
2004-01-07,2390.000000,2390.000000,2230.000000,2267.949951,2104.866455,3860
2004-01-08,2314.000000,2350.000000,2300.000000,2321.350098,2154.425537,1659
2004-01-09,2300.000000,2400.000000,2265.000000,2300.800049,2135.354004,1993
2004-01-12,2275.250000,2304.000000,2230.000000,2245.199951,2083.752197,1743
2004-01-13,2265.000000,2299.000000,2210.000000,2221.699951,2061.941162,1968
2004-01-14,2327.000000,2327.000000,2225.100098,2283.050049,2118.879395,2244
2004-01-15,2280.000000,2297.949951,2181.000000,2206.550049,2047.881226,1717
2004-01-16,2210.000000,2248.000000,2187.000000,2196.500000,2038.554077,1536
2004-01-19,2201.000000,2201.000000,2050.500000,2131.899902,1978.599609,1693
2004-01-20,2170.000000,2190.000000,2011.000000,2041.400024,1894.606934,2786
2004-01-21,2020.000000,2099.000000,1870.000000,1890.199951,1754.279419,3199
2004-01-22,1890.000000,1980.000000,1801.000000,1817.150024,1686.482300,2677
2004-01-23,1840.000000,1950.000000,1840.000000,1936.199951,1796.971802,1837
2004-01-26,1936.199951,1936.199951,1936.199951,1936.199951,1796.971802,0
2004-01-27,2000.000000,2030.000000,1950.000000,2008.699951,1864.258301,1437
2004-01-28,2060.000000,2060.000000,1890.050049,1906.449951,1769.360596,3780
2004-01-29,1911.250000,1930.000000,1886.000000,1904.599976,1767.644165,1712
2004-01-30,1925.000000,1925.000000,1830.000000,1851.550049,1718.408691,1267
2004-02-02,1851.550049,1851.550049,1851.550049,1851.550049,1718.408691,0
2004-02-03,1840.000000,1840.000000,1756.000000,1767.199951,1640.123779,3525
2004-02-04,1780.000000,1848.000000,1780.000000,1829.550049,1697.990723,1586
2004-02-05,1825.000000,1849.000000,1800.000000,1805.349976,1675.530640,3130
2004-02-06,1800.000000,1849.900024,1800.000000,1840.000000,1707.689331,803
2004-02-09,1831.000000,1887.900024,1826.000000,1869.500000,1735.067627,711
2004-02-10,1890.000000,1940.000000,1870.000000,1919.449951,1781.426392,1347
2004-02-11,1930.000000,2014.000000,1901.099976,2001.050049,1857.158325,3508
2004-02-12,2000.000000,2079.750000,2000.000000,2061.050049,1912.844360,3614
2004-02-13,2074.000000,2210.949951,2074.000000,2153.100098,1998.275024,6087
2004-02-16,2200.000000,2200.000000,2120.000000,2143.350098,1989.226196,2054
2004-02-17,2157.000000,2169.899902,2055.000000,2061.250000,1913.029663,1271
2004-02-18,2075.649902,2140.000000,2053.550049,2120.949951,1968.436157,1307
2004-02-19,2100.000000,2110.000000,1990.000000,2000.050049,1856.230225,2078
2004-02-20,1985.000000,2020.000000,1966.000000,1977.400024,1835.208862,2240
2004-02-23,2010.000000,2019.800049,1890.000000,1918.099976,1780.173218,1426
2004-02-24,1877.000000,1925.000000,1853.000000,1877.099976,1742.121094,2402
2004-02-25,1871.000000,1912.000000,1810.099976,1832.150024,1700.403442,1530
2004-02-26,1885.000000,1899.000000,1860.050049,1875.500000,1754.039673,1311
2004-02-27,1850.000000,1900.000000,1850.000000,1877.400024,1755.816650,1140
2004-03-01,1890.000000,1910.000000,1890.000000,1905.949951,1782.517822,519
2004-03-02,1905.949951,1905.949951,1905.949951,1905.949951,1782.517822,0
2004-03-03,1940.000000,1940.000000,1880.250000,1923.300049,1798.744751,1698
2004-03-04,1930.000000,1974.900024,1920.199951,1960.599976,1833.628418,2016
2004-03-05,1979.000000,1989.949951,1912.000000,1940.650024,1814.970459,817
2004-03-08,1921.099976,1944.900024,1902.099976,1918.550049,1794.301880,707
2004-03-09,1925.000000,1925.000000,1902.000000,1914.500000,1790.513794,538
2004-03-10,1920.000000,1938.000000,1880.000000,1893.099976,1770.500244,408
2004-03-11,1900.000000,1917.900024,1835.500000,1852.449951,1732.482422,1081
2004-03-12,1870.000000,1870.000000,1807.000000,1828.849976,1710.410889,910
